ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
9297,Kyocera M2040dn,3/11/2024,23/2/2020,Sim,Não,Não
9298,HP M1212nf,24/6/2024,25/1/2021,Sim,Não,Não
9299,HP 400M425dn,10/12/2024,1/3/2020,Sim,Não,Não
9300,Kyocera M2040dn,22/9/2024,19/12/2021,Sim,Não,Não
9301,HP MFP M225dw,16/9/2024,28/3/2022,Sim,Não,Não
9302,HP P1606dn,17/2/2024,2/6/2022,Não,Sim,Não
9303,HP 400M425dn,27/11/2024,20/1/2022,Sim,Não,Não
9304,Brother 8952dw,6/8/2024,1/8/2020,Não,Sim,Não
9305,HP Pro M201dw,16/2/2024,8/4/2023,Não,Sim,Não
9306,HP 1015,16/1/2024,4/5/2020,Sim,Não,Não
9307,HP Pro M127fn,11/7/2024,19/4/2021,Sim,Não,Não
9308,Brother 8952dw,22/11/2024,1/6/2020,Sim,Não,Não
9309,HP Pro M201dw,22/5/2024,22/7/2023,Sim,Não,Não
9310,HP Pro M201dw,18/7/2024,16/9/2023,Sim,Não,Não
9311,HP MFP M225dw,23/2/2024,27/8/2023,Sim,Não,Não
9312,HP P2055dn,2/8/2024,1/6/2022,Sim,Não,Não
9313,Brother 7065dn,26/6/2024,18/3/2022,Sim,Não,Não
9314,HP MFP M225dw,5/8/2024,8/8/2023,Sim,Não,Não
9315,HP P2055dn,8/1/2024,24/8/2020,Sim,Não,Não
9316,Brother 7065dn,1/5/2024,8/3/2021,Sim,Não,Não
9317,HP P2055dn,26/1/2024,10/10/2021,Sim,Não,Não
9318,Brother L5652dn,5/2/2024,5/8/2021,Sim,Não,Não
9319,HP Pro M127fn,12/6/2024,22/11/2022,Sim,Não,Não
9320,HP M1212nf,26/6/2024,11/10/2023,Não,Não,Sim
9321,HP P1606dn,7/10/2024,19/8/2023,Não,Não,Sim
9322,Brother 7065dn,2/5/2024,3/7/2021,Sim,Não,Não
9323,Brother 8952dw,9/8/2024,11/5/2022,Sim,Não,Não
9324,Brother 7065dn,7/3/2024,10/9/2022,Sim,Não,Não
9325,HP 1015,28/12/2024,26/6/2022,Sim,Não,Não
9326,HP 1015,5/5/2024,18/10/2020,Não,Sim,Não
9327,HP P2055dn,7/12/2024,15/8/2023,Sim,Não,Não
9328,Kyocera M2040dn,15/5/2024,17/10/2022,Sim,Não,Não
9329,HP M1212nf,15/2/2024,25/3/2023,Sim,Não,Não
9330,HP 400M425dn,1/6/2024,16/6/2022,Sim,Não,Não
9331,Brother 8157dn,14/9/2024,13/1/2020,Sim,Não,Não
9332,HP 400M425dn,27/11/2024,15/10/2022,Não,Sim,Sim
9333,Brother L5652dn,2/10/2024,28/6/2021,Não,Sim,Não
9334,HP 400M425dn,22/12/2024,15/12/2023,Não,Não,Sim
9335,Brother L5652dn,1/5/2024,12/11/2020,Sim,Não,Não
9336,HP 1015,14/10/2024,24/7/2023,Não,Não,Sim
9337,HP Pro M127fn,23/3/2024,22/2/2023,Sim,Não,Não
9338,Brother 7065dn,27/1/2024,7/9/2023,Sim,Não,Não
9339,Kyocera M2040dn,15/1/2024,20/9/2020,Não,Não,Sim
9340,HP P2055dn,10/6/2024,26/9/2021,Sim,Não,Não
9341,Brother 8952dw,6/4/2024,24/4/2023,Não,Sim,Não
9342,HP M1212nf,11/12/2024,18/9/2020,Sim,Não,Não
9343,Brother 8157dn,7/8/2024,11/3/2022,Sim,Não,Não
9344,HP P2055dn,15/9/2024,19/12/2023,Sim,Não,Não
9345,HP M1212nf,20/2/2024,26/1/2020,Sim,Não,Não
9346,Brother L5652dn,26/5/2024,13/2/2022,Sim,Não,Não
9347,Kyocera M2040dn,22/9/2024,22/7/2021,Não,Sim,Não
9348,HP Pro M127fn,20/1/2024,4/9/2021,Sim,Não,Não
9349,Kyocera M2040dn,7/7/2024,20/11/2021,Sim,Não,Não
9350,HP 1015,1/2/2024,27/7/2023,Não,Não,Sim
9351,HP P1606dn,16/5/2024,11/12/2021,Não,Sim,Não
9352,Brother 7065dn,28/9/2024,27/7/2023,Sim,Não,Não
9353,Brother L5652dn,8/12/2024,25/3/2020,Não,Sim,Não
9354,HP Pro M127fn,3/3/2024,4/3/2022,Não,Sim,Não
9355,HP P2055dn,24/3/2024,14/3/2020,Sim,Não,Não
9356,HP MFP M225dw,23/12/2024,17/7/2023,Sim,Não,Não
9357,Kyocera M2040dn,28/5/2024,7/12/2023,Sim,Não,Não
9358,Brother L5652dn,15/1/2024,6/10/2020,Sim,Não,Não
9359,HP Pro M127fn,9/1/2024,25/1/2020,Sim,Não,Não
9360,HP M1212nf,1/4/2024,14/5/2023,Sim,Não,Não
9361,HP P2055dn,21/9/2024,25/8/2020,Não,Não,Sim
9362,Brother 8157dn,24/11/2024,2/6/2023,Sim,Não,Não
9363,HP P2055dn,21/9/2024,20/11/2022,Não,Não,Sim
9364,Brother 7065dn,20/6/2024,24/11/2023,Sim,Não,Não
9365,HP MFP M225dw,11/4/2024,11/10/2022,Sim,Não,Não
9366,Brother 8157dn,5/8/2024,11/5/2023,Não,Sim,Não
9367,Kyocera M2040dn,27/1/2024,3/4/2022,Não,Não,Sim
9368,Brother 7065dn,23/3/2024,7/6/2023,Sim,Não,Não
9369,Brother 7065dn,22/11/2024,23/1/2023,Não,Sim,Sim
9370,HP Pro M127fn,25/12/2024,25/11/2023,Sim,Não,Não
9371,HP M1212nf,19/7/2024,10/12/2020,Sim,Não,Não
9372,HP P1606dn,20/3/2024,21/11/2021,Sim,Não,Não
9373,Brother 8952dw,22/12/2024,18/8/2020,Não,Não,Sim
9374,HP P2055dn,27/2/2024,25/11/2022,Sim,Não,Não
9375,Brother 7065dn,17/9/2024,5/2/2020,Não,Sim,Não
9376,HP MFP M225dw,4/9/2024,27/10/2023,Sim,Não,Não
9377,HP 400M425dn,26/3/2024,7/11/2023,Sim,Não,Não
9378,HP MFP M225dw,2/6/2024,9/6/2020,Sim,Não,Não
9379,HP Pro M127fn,15/2/2024,24/8/2021,Sim,Não,Não
9380,HP P2055dn,1/2/2024,18/11/2022,Sim,Não,Não
9381,Brother 7065dn,16/8/2024,21/8/2022,Sim,Não,Não
9382,HP P2055dn,16/5/2024,2/10/2021,Sim,Não,Não
9383,HP M1212nf,4/3/2024,24/11/2021,Sim,Não,Não
9384,HP Pro M127fn,19/3/2024,2/6/2023,Sim,Não,Não
9385,Brother 7065dn,12/5/2024,21/5/2023,Sim,Não,Não
9386,HP 1015,8/10/2024,25/6/2021,Não,Sim,Não
9387,HP M1212nf,17/5/2024,15/1/2020,Sim,Não,Não
9388,HP M1212nf,14/12/2024,13/6/2020,Não,Sim,Não
9389,HP P2055dn,4/6/2024,14/6/2020,Não,Sim,Não
9390,Brother L5652dn,3/3/2024,4/1/2021,Não,Não,Sim
9391,HP 1015,27/2/2024,6/1/2022,Não,Sim,Não
9392,Brother 8157dn,7/4/2024,22/3/2023,Não,Sim,Não
9393,HP 1015,21/6/2024,26/5/2021,Não,Sim,Não
9394,HP MFP M225dw,17/1/2024,3/11/2020,Sim,Não,Não
9395,HP Pro M127fn,16/5/2024,1/4/2023,Sim,Não,Não
9396,Brother 8952dw,23/2/2024,6/2/2020,Sim,Não,Não
9397,HP M1212nf,26/6/2024,10/3/2021,Não,Não,Sim
9398,HP Pro M127fn,3/5/2024,15/7/2022,Sim,Não,Não
9399,Kyocera M2040dn,14/10/2024,9/8/2021,Sim,Não,Não
9400,Brother 8157dn,25/3/2024,21/7/2022,Não,Sim,Sim
9401,Brother 7065dn,12/9/2024,14/12/2023,Sim,Não,Não
9402,Brother 7065dn,6/4/2024,27/9/2023,Sim,Não,Não
9403,Brother 7065dn,12/2/2024,15/8/2023,Sim,Não,Não
9404,HP 400M425dn,13/1/2024,25/2/2023,Sim,Não,Não
9405,HP M1212nf,18/8/2024,2/4/2021,Sim,Não,Não
9406,Brother 8952dw,14/9/2024,14/10/2021,Sim,Não,Não
9407,HP MFP M225dw,13/8/2024,13/3/2021,Sim,Não,Não
9408,Brother 8157dn,27/4/2024,17/5/2021,Sim,Não,Não
9409,HP P2055dn,23/2/2024,27/9/2022,Sim,Não,Não
9410,HP P2055dn,21/9/2024,28/10/2021,Sim,Não,Não
9411,Brother 8952dw,7/4/2024,6/6/2020,Sim,Não,Não
9412,Brother 8952dw,22/9/2024,19/11/2023,Sim,Não,Não
9413,Brother 7065dn,25/11/2024,11/6/2022,Sim,Não,Não
9414,HP M1212nf,28/5/2024,3/12/2022,Sim,Não,Não
9415,Brother 8157dn,10/9/2024,21/3/2022,Sim,Não,Não
9416,HP 400M425dn,26/2/2024,9/5/2021,Não,Sim,Não
9417,HP P2055dn,8/2/2024,5/2/2022,Não,Não,Sim
9418,HP M1212nf,1/7/2024,2/10/2023,Sim,Não,Não
9419,Brother L5652dn,28/8/2024,15/6/2020,Não,Sim,Não
9420,Kyocera M2040dn,26/12/2024,5/2/2020,Sim,Não,Não
9421,Brother 7065dn,19/11/2024,5/8/2021,Sim,Não,Não
9422,Brother 7065dn,5/3/2024,2/11/2022,Sim,Não,Não
9423,Brother 8952dw,13/8/2024,22/2/2020,Não,Sim,Não
9424,Brother L5652dn,15/6/2024,4/5/2022,Sim,Não,Não
9425,HP M1212nf,24/12/2024,23/4/2023,Não,Sim,Não
9426,Brother 7065dn,14/3/2024,16/8/2021,Não,Não,Sim
9427,Kyocera M2040dn,24/3/2024,20/4/2022,Sim,Não,Não
9428,HP M1212nf,27/2/2024,13/10/2023,Não,Sim,Não
9429,HP P2055dn,26/8/2024,25/8/2021,Não,Sim,Não
9430,HP M1212nf,1/7/2024,2/3/2023,Não,Sim,Não
9431,HP P1606dn,22/11/2024,19/6/2022,Sim,Não,Não
9432,HP P2055dn,18/4/2024,1/9/2021,Sim,Não,Não
9433,Kyocera M2040dn,23/7/2024,19/2/2021,Sim,Não,Não
9434,HP MFP M225dw,6/12/2024,1/3/2023,Sim,Não,Não
9435,HP P1606dn,27/10/2024,3/6/2021,Não,Sim,Não
9436,HP M1212nf,14/4/2024,2/2/2022,Sim,Não,Não
9437,HP M1212nf,23/5/2024,19/10/2022,Sim,Não,Não
9438,Brother 7065dn,22/12/2024,20/2/2021,Sim,Não,Não
9439,HP M1212nf,22/1/2024,17/12/2022,Sim,Não,Não
9440,HP P2055dn,19/6/2024,10/7/2022,Não,Sim,Não
9441,Brother 7065dn,10/7/2024,15/12/2021,Sim,Não,Não
9442,Brother 8952dw,4/10/2024,19/5/2022,Sim,Não,Não
9443,Brother 7065dn,14/11/2024,16/10/2023,Sim,Não,Não
9444,Brother L5652dn,1/3/2024,7/11/2023,Sim,Não,Não
9445,HP M1212nf,13/11/2024,18/2/2020,Sim,Não,Não
9446,HP P2055dn,21/10/2024,23/1/2022,Sim,Não,Não
9447,Brother 7065dn,17/3/2024,27/9/2023,Sim,Não,Não
9448,Brother 8157dn,26/6/2024,28/7/2021,Sim,Não,Não
9449,HP M1212nf,9/12/2024,16/7/2021,Sim,Não,Não
9450,HP 400M425dn,12/12/2024,21/9/2023,Sim,Não,Não
9451,Brother 8157dn,14/12/2024,20/6/2022,Sim,Não,Não
9452,HP 400M425dn,18/2/2024,20/4/2020,Sim,Não,Não
9453,Kyocera M2040dn,28/4/2024,12/11/2020,Sim,Não,Não
9454,HP MFP M225dw,8/7/2024,4/10/2021,Sim,Não,Não
9455,HP P2055dn,12/12/2024,1/9/2023,Sim,Não,Não
9456,Brother 8952dw,8/6/2024,23/8/2022,Sim,Não,Não
9457,HP Pro M127fn,8/8/2024,21/8/2021,Sim,Não,Não
9458,Kyocera M2040dn,17/7/2024,15/3/2021,Sim,Não,Não
9459,Brother 8157dn,7/3/2024,6/6/2023,Sim,Não,Não
9460,Brother 8952dw,19/9/2024,13/4/2022,Não,Sim,Não
9461,HP Pro M127fn,24/5/2024,26/9/2022,Sim,Não,Não
9462,HP Pro M127fn,16/6/2024,26/1/2022,Sim,Não,Não
9463,HP P2055dn,16/11/2024,20/3/2021,Sim,Não,Não
9464,HP P2055dn,21/10/2024,13/2/2022,Sim,Não,Não
9465,Kyocera M2040dn,14/1/2024,26/1/2021,Não,Não,Sim
9466,HP Pro M201dw,1/4/2024,16/8/2021,Sim,Não,Não
9467,Brother 8157dn,18/3/2024,23/10/2020,Sim,Não,Não
9468,HP 400M425dn,28/8/2024,7/12/2022,Sim,Não,Não
9469,HP Pro M127fn,28/10/2024,11/11/2021,Sim,Não,Não
9470,HP M1212nf,15/6/2024,8/8/2022,Sim,Não,Não
9471,HP P1606dn,15/7/2024,28/8/2021,Não,Sim,Não
9472,Brother 8952dw,16/12/2024,11/8/2020,Não,Sim,Não
9473,HP MFP M225dw,17/5/2024,11/11/2023,Sim,Não,Não
9474,Brother 8952dw,28/2/2024,16/9/2022,Sim,Não,Não
9475,Brother 8952dw,9/10/2024,14/8/2020,Sim,Não,Não
9476,HP Pro M127fn,27/4/2024,17/6/2021,Sim,Não,Não
9477,Brother 8157dn,15/3/2024,27/1/2022,Sim,Não,Não
9478,HP P2055dn,14/4/2024,23/4/2020,Não,Sim,Não
9479,Kyocera M2040dn,26/12/2024,25/8/2022,Não,Sim,Não
9480,HP Pro M127fn,22/2/2024,16/7/2022,Não,Não,Sim
9481,HP M1212nf,15/10/2024,9/6/2021,Sim,Não,Não
9482,Brother 8952dw,24/12/2024,1/1/2022,Sim,Não,Não
9483,Brother L5652dn,7/10/2024,2/1/2021,Sim,Não,Não
9484,Brother L5652dn,11/6/2024,12/11/2022,Sim,Não,Não
9485,HP P2055dn,16/1/2024,16/11/2022,Sim,Não,Não
9486,Brother L5652dn,8/11/2024,10/2/2020,Sim,Não,Não
9487,HP Pro M127fn,24/10/2024,16/1/2020,Sim,Não,Não
9488,Brother 7065dn,10/7/2024,15/11/2021,Não,Sim,Não
9489,Brother 8157dn,27/7/2024,19/12/2022,Sim,Não,Não
9490,HP Pro M127fn,27/8/2024,6/9/2023,Sim,Não,Não
9491,Brother L5652dn,17/3/2024,20/12/2022,Sim,Não,Não
9492,Brother L5652dn,7/7/2024,11/5/2022,Sim,Não,Não
9493,HP M1212nf,10/5/2024,16/12/2020,Sim,Não,Não
9494,HP M1212nf,14/8/2024,12/1/2021,Não,Não,Sim
9495,HP P2055dn,12/3/2024,11/3/2023,Não,Não,Sim
9496,Brother 8952dw,3/3/2024,12/6/2023,Não,Não,Sim
9497,Kyocera M2040dn,13/12/2024,13/5/2020,Não,Sim,Não
9498,HP P1606dn,11/2/2024,1/3/2023,Sim,Não,Não
9499,HP 1015,5/9/2024,10/8/2023,Não,Sim,Sim
9500,HP Pro M127fn,8/2/2024,5/4/2021,Sim,Não,Não
9501,HP P2055dn,3/7/2024,9/3/2022,Sim,Não,Não
9502,HP M1212nf,28/8/2024,16/1/2020,Não,Não,Sim
9503,HP P1606dn,19/2/2024,20/8/2020,Sim,Não,Não
9504,Kyocera M2040dn,9/9/2024,20/4/2022,Sim,Não,Não
9505,HP 1015,28/2/2024,6/11/2020,Sim,Não,Não
9506,HP Pro M127fn,6/9/2024,20/8/2021,Sim,Não,Não
9507,HP P2055dn,3/6/2024,23/6/2022,Sim,Não,Não
9508,HP M1212nf,23/8/2024,6/7/2022,Não,Sim,Não
9509,HP MFP M225dw,13/12/2024,25/1/2020,Sim,Não,Não
9510,HP P1606dn,12/8/2024,21/6/2020,Não,Sim,Não
9511,HP P2055dn,4/4/2024,24/6/2023,Não,Sim,Não
9512,HP P2055dn,26/12/2024,3/1/2020,Não,Não,Sim
9513,Brother L5652dn,20/7/2024,18/8/2020,Não,Não,Sim
9514,HP Pro M201dw,24/11/2024,23/2/2020,Sim,Não,Não
9515,HP P2055dn,23/2/2024,11/12/2020,Sim,Não,Não
9516,HP M1212nf,3/4/2024,25/11/2023,Sim,Não,Não
9517,Brother 8157dn,12/10/2024,18/6/2020,Sim,Não,Não
9518,HP P2055dn,17/6/2024,19/10/2022,Sim,Não,Não
9519,HP M1212nf,5/6/2024,6/4/2021,Sim,Não,Não
9520,Brother 7065dn,14/12/2024,18/9/2022,Sim,Não,Não
9521,Brother 7065dn,8/12/2024,24/2/2021,Sim,Não,Não
9522,HP 1015,24/10/2024,10/3/2020,Sim,Não,Não
9523,HP 1015,15/1/2024,14/1/2023,Sim,Não,Não
9524,Brother 8157dn,28/6/2024,24/6/2020,Não,Sim,Não
9525,Brother L5652dn,12/5/2024,23/3/2022,Não,Sim,Não
9526,HP P1606dn,21/4/2024,17/3/2023,Não,Sim,Sim
9527,HP P2055dn,16/3/2024,9/2/2022,Sim,Não,Não
9528,Brother 8157dn,19/6/2024,9/3/2021,Não,Sim,Sim
9529,HP M1212nf,23/7/2024,7/9/2022,Sim,Não,Não
9530,Brother 8952dw,4/9/2024,12/4/2022,Sim,Não,Não
9531,Brother 7065dn,11/4/2024,3/5/2021,Não,Sim,Não
9532,Brother L5652dn,25/2/2024,17/7/2023,Não,Sim,Não
9533,Brother 8157dn,6/4/2024,16/5/2021,Não,Sim,Não
9534,HP 1015,16/3/2024,17/2/2021,Sim,Não,Não
9535,HP P2055dn,14/9/2024,18/11/2022,Não,Sim,Não
9536,HP 1015,24/11/2024,14/3/2021,Sim,Não,Não
9537,HP 1015,8/10/2024,20/5/2023,Sim,Não,Não
9538,Brother L5652dn,12/8/2024,19/11/2020,Sim,Não,Não
9539,Brother 8157dn,24/8/2024,18/3/2020,Sim,Não,Não
9540,HP MFP M225dw,28/5/2024,11/1/2020,Sim,Não,Não
9541,Brother L5652dn,4/11/2024,21/4/2020,Não,Sim,Não
9542,Brother 8157dn,5/3/2024,4/8/2020,Sim,Não,Não
9543,Brother 8952dw,7/1/2024,18/12/2020,Não,Sim,Não
9544,HP 400M425dn,3/11/2024,15/7/2023,Não,Sim,Não
9545,HP M1212nf,11/3/2024,4/1/2023,Não,Sim,Não
9546,Brother 8952dw,7/7/2024,8/2/2021,Sim,Não,Não
9547,Brother 8157dn,16/6/2024,20/7/2022,Sim,Não,Não
9548,HP M1212nf,13/1/2024,22/6/2021,Sim,Não,Não
9549,HP 1015,19/4/2024,18/12/2020,Não,Sim,Não
9550,HP M1212nf,19/9/2024,9/1/2023,Não,Sim,Sim
9551,Brother 7065dn,28/2/2024,3/5/2020,Sim,Não,Não
9552,HP P2055dn,20/7/2024,15/1/2020,Não,Sim,Não
9553,Brother 8157dn,21/8/2024,16/9/2021,Não,Sim,Não
9554,Brother 8157dn,14/3/2024,15/9/2022,Sim,Não,Não
9555,Brother L5652dn,17/9/2024,20/1/2021,Não,Sim,Não
9556,Brother 8157dn,17/11/2024,20/3/2022,Sim,Não,Não
9557,HP MFP M225dw,20/3/2024,2/5/2023,Sim,Não,Não
9558,HP M1212nf,22/10/2024,7/1/2020,Sim,Não,Não
9559,Brother 8952dw,3/5/2024,7/4/2023,Sim,Não,Não
9560,HP 1015,15/7/2024,2/10/2020,Não,Não,Sim
9561,HP P1606dn,2/12/2024,21/11/2023,Não,Sim,Sim
9562,Brother 7065dn,20/12/2024,25/10/2023,Sim,Não,Não
9563,Brother L5652dn,8/2/2024,10/1/2021,Sim,Não,Não
9564,Kyocera M2040dn,25/2/2024,9/4/2021,Sim,Não,Não
9565,HP P2055dn,5/5/2024,8/11/2022,Sim,Não,Não
9566,HP MFP M225dw,21/8/2024,8/11/2021,Sim,Não,Não
9567,HP 400M425dn,28/7/2024,20/3/2023,Sim,Não,Não
9568,HP 400M425dn,3/1/2024,3/2/2022,Sim,Não,Não
9569,HP P2055dn,8/5/2024,4/4/2023,Sim,Não,Não
9570,HP Pro M127fn,3/11/2024,23/9/2020,Sim,Não,Não
9571,HP Pro M201dw,14/10/2024,8/2/2021,Sim,Não,Não
9572,Brother L5652dn,18/1/2024,26/10/2022,Sim,Não,Não
9573,Brother L5652dn,3/1/2024,11/4/2020,Sim,Não,Não
9574,HP 1015,1/4/2024,4/11/2023,Sim,Não,Não
9575,HP P2055dn,12/7/2024,8/10/2021,Sim,Não,Não
9576,HP M1212nf,1/1/2024,19/4/2021,Não,Sim,Não
9577,HP P2055dn,7/12/2024,14/1/2023,Não,Sim,Sim
9578,Kyocera M2040dn,20/2/2024,3/1/2023,Sim,Não,Não
9579,HP Pro M127fn,26/11/2024,26/5/2022,Sim,Não,Não
9580,HP 400M425dn,7/2/2024,2/1/2022,Não,Sim,Não
9581,HP M1212nf,14/3/2024,2/9/2021,Não,Sim,Não
9582,Brother 8157dn,21/12/2024,10/11/2022,Não,Sim,Não
9583,HP M1212nf,24/4/2024,17/3/2021,Sim,Não,Não
9584,Brother 8952dw,6/1/2024,12/5/2020,Não,Sim,Não
9585,Kyocera M2040dn,5/5/2024,16/6/2023,Sim,Não,Não
9586,HP MFP M225dw,14/9/2024,26/7/2022,Sim,Não,Não
9587,Brother 7065dn,22/3/2024,18/6/2020,Sim,Não,Não
9588,HP M1212nf,23/5/2024,26/3/2020,Sim,Não,Não
9589,Brother 8157dn,10/11/2024,23/10/2020,Não,Sim,Sim
9590,HP M1212nf,6/1/2024,25/2/2023,Sim,Não,Não
9591,Brother 7065dn,23/2/2024,22/6/2023,Não,Sim,Não
9592,HP 1015,20/11/2024,12/8/2020,Sim,Não,Não
9593,Kyocera M2040dn,9/11/2024,1/7/2021,Sim,Não,Não
9594,Brother 7065dn,28/4/2024,16/7/2023,Sim,Não,Não
9595,HP P2055dn,8/3/2024,23/5/2021,Sim,Não,Não
9596,Brother 8952dw,20/12/2024,9/4/2020,Sim,Não,Não
9597,HP 1015,22/6/2024,23/6/2022,Sim,Não,Não
9598,Brother 8157dn,4/6/2024,11/7/2023,Sim,Não,Não
9599,Brother 7065dn,27/1/2024,14/9/2020,Sim,Não,Não
9600,HP Pro M201dw,11/10/2024,12/9/2021,Sim,Não,Não
9601,Brother 8157dn,27/5/2024,11/12/2022,Não,Sim,Não
9602,HP MFP M225dw,26/8/2024,1/5/2022,Sim,Não,Não
9603,HP 1015,4/1/2024,16/9/2023,Sim,Não,Não
9604,HP P2055dn,10/10/2024,5/4/2020,Sim,Não,Não
9605,Brother 8952dw,22/7/2024,13/1/2022,Sim,Não,Não
9606,Brother 7065dn,26/7/2024,26/7/2021,Sim,Não,Não
9607,HP Pro M127fn,10/9/2024,28/12/2020,Não,Sim,Não
9608,HP M1212nf,8/10/2024,5/7/2020,Não,Sim,Não
9609,Brother 8157dn,15/2/2024,20/7/2021,Sim,Não,Não
9610,HP P2055dn,22/11/2024,22/7/2021,Não,Sim,Sim
9611,HP MFP M225dw,20/4/2024,26/5/2023,Sim,Não,Não
9612,Kyocera M2040dn,13/11/2024,10/4/2021,Sim,Não,Não
9613,HP Pro M201dw,16/3/2024,13/8/2023,Sim,Não,Não
9614,Kyocera M2040dn,22/9/2024,4/5/2020,Sim,Não,Não
9615,HP P2055dn,13/8/2024,28/12/2020,Sim,Não,Não
9616,Kyocera M2040dn,7/1/2024,18/8/2022,Sim,Não,Não
9617,HP 1015,6/2/2024,6/8/2023,Sim,Não,Não
9618,HP P2055dn,15/6/2024,23/7/2023,Não,Sim,Não
9619,Brother L5652dn,21/10/2024,5/10/2022,Sim,Não,Não
9620,HP Pro M201dw,13/2/2024,13/10/2022,Sim,Não,Não
9621,Brother L5652dn,24/9/2024,1/9/2021,Sim,Não,Não
9622,Brother 8157dn,6/1/2024,22/4/2021,Sim,Não,Não
9623,HP MFP M225dw,4/6/2024,14/5/2021,Sim,Não,Não
9624,Brother 8952dw,24/9/2024,9/9/2023,Sim,Não,Não
9625,Brother 8157dn,7/12/2024,2/7/2021,Sim,Não,Não
9626,HP P1606dn,5/2/2024,16/4/2020,Sim,Não,Não
9627,HP P1606dn,2/7/2024,25/9/2023,Sim,Não,Não
9628,HP Pro M201dw,17/3/2024,11/2/2023,Não,Sim,Não
9629,HP M1212nf,4/4/2024,16/7/2021,Sim,Não,Não
9630,Brother 8157dn,12/6/2024,19/8/2020,Não,Sim,Não
9631,HP Pro M127fn,1/11/2024,5/8/2022,Sim,Não,Não
9632,Kyocera M2040dn,18/1/2024,7/8/2020,Sim,Não,Não
9633,HP MFP M225dw,6/1/2024,23/6/2023,Sim,Não,Não
9634,HP M1212nf,13/11/2024,27/6/2021,Sim,Não,Não
9635,Brother 8157dn,13/4/2024,16/4/2022,Sim,Não,Não
9636,HP P2055dn,21/4/2024,19/1/2022,Sim,Não,Não
9637,Brother 7065dn,5/3/2024,22/11/2021,Não,Sim,Não
9638,HP MFP M225dw,9/3/2024,12/6/2022,Não,Sim,Não
9639,HP M1212nf,20/3/2024,18/9/2022,Não,Não,Sim
9640,HP M1212nf,10/10/2024,4/11/2022,Não,Sim,Não
9641,Kyocera M2040dn,11/8/2024,21/2/2020,Sim,Não,Não
9642,Brother 7065dn,16/11/2024,26/12/2022,Sim,Não,Não
9643,HP Pro M201dw,28/8/2024,5/9/2021,Sim,Não,Não
9644,HP P2055dn,14/12/2024,25/8/2023,Sim,Não,Não
9645,Brother 8157dn,14/1/2024,6/7/2020,Sim,Não,Não
9646,HP Pro M201dw,24/3/2024,15/8/2020,Não,Não,Sim
9647,HP P2055dn,13/1/2024,1/12/2021,Não,Sim,Não
9648,Brother 8157dn,8/4/2024,23/10/2023,Não,Sim,Não
9649,HP P1606dn,5/11/2024,11/7/2020,Sim,Não,Não
9650,Brother L5652dn,24/7/2024,7/4/2021,Sim,Não,Não
9651,HP P2055dn,20/9/2024,16/8/2021,Sim,Não,Não
9652,HP P2055dn,10/6/2024,16/4/2023,Sim,Não,Não
9653,Brother 8157dn,5/5/2024,8/10/2022,Sim,Não,Não
9654,HP P2055dn,24/12/2024,28/10/2023,Sim,Não,Não
9655,Kyocera M2040dn,17/3/2024,10/6/2023,Não,Sim,Sim
9656,Brother 7065dn,24/8/2024,16/11/2023,Sim,Não,Não
9657,HP P2055dn,13/5/2024,24/9/2022,Não,Sim,Não
9658,Kyocera M2040dn,14/9/2024,23/4/2021,Sim,Não,Não
9659,HP P2055dn,7/11/2024,22/2/2021,Sim,Não,Não
9660,Brother 7065dn,3/2/2024,2/9/2021,Sim,Não,Não
9661,HP M1212nf,7/1/2024,17/8/2023,Sim,Não,Não
9662,HP M1212nf,11/11/2024,9/5/2023,Sim,Não,Não
9663,Brother 7065dn,15/12/2024,15/4/2021,Sim,Não,Não
9664,Brother 7065dn,26/9/2024,18/10/2023,Não,Sim,Não
9665,HP P2055dn,24/4/2024,14/4/2023,Sim,Não,Não
9666,Brother 8952dw,15/8/2024,1/6/2022,Sim,Não,Não
9667,HP P2055dn,23/4/2024,22/9/2022,Não,Sim,Não
9668,Brother L5652dn,25/2/2024,26/7/2023,Sim,Não,Não
9669,Brother 7065dn,12/8/2024,14/8/2022,Sim,Não,Não
9670,Kyocera M2040dn,20/12/2024,13/4/2020,Sim,Não,Não
9671,Kyocera M2040dn,13/11/2024,10/8/2021,Sim,Não,Não
9672,HP P2055dn,4/2/2024,19/5/2021,Não,Sim,Não
9673,HP M1212nf,14/7/2024,23/10/2021,Não,Não,Sim
9674,Brother 8157dn,10/11/2024,4/8/2020,Sim,Não,Não
9675,HP 1015,8/12/2024,25/12/2022,Não,Sim,Não
9676,HP Pro M127fn,1/4/2024,17/4/2021,Sim,Não,Não
9677,Brother L5652dn,8/10/2024,12/11/2020,Sim,Não,Não
9678,Brother 8952dw,12/9/2024,28/9/2020,Não,Sim,Sim
9679,HP P2055dn,6/4/2024,20/7/2020,Não,Não,Sim
9680,HP Pro M127fn,19/6/2024,3/6/2022,Sim,Não,Não
9681,Brother 7065dn,3/10/2024,25/2/2023,Sim,Não,Não
9682,Brother 8157dn,10/1/2024,21/12/2021,Não,Sim,Não
9683,HP M1212nf,25/5/2024,26/9/2020,Sim,Não,Não
9684,Brother 7065dn,11/5/2024,4/5/2020,Sim,Não,Não
